task_id,item_id,text_label,label_human,bucket,specialty,rate,is_duplicate,label_human_note,rater_id
task01_00784,sent_004491,دکتر خوش‌برخورد و بااخلاق دوره درمان رو فعلا تمام نکردیم,,random,متخصص و جراح مغز و اعصاب - دیسک و ستون فقرات,5,0,,
task01_00785,sent_007512,دکتر عالی بودن فقط خیلی دیر اومدن مطب دو ساعت و نیم معطلی بیچاره شدم,,mixed,متخصص مغز و اعصاب ( نورولوژی ),5,0,,
task01_00786,sent_001931,گرانولیشن بینی,,mid_neg,"متخصص پوست و مو ، لیزر",5,1,,
task01_00787,sent_003366,پیش دکتر برای درمان جوش و اکنه پوستی اومده بودم تشخیص درست و درمان طی سه جلسه نتیجه گرفتم واقعا حرف نداره کارشون رفتار عالی و بدون معطلی,,mixed,متخصص پوست و مو (درماتولوژی),5,0,,
task01_00788,sent_005628,کارم را ناتمام گذاشتم,,rate_neg,فلوشیپ جراحی ستون فقرات,2.5,0,,
task01_00789,sent_000639,با اینکه متخصص هستن اما تشخیص و نوع درمان ضعیف هستن من مشکلم با پزشک عمومی رفع شد,,rate_neg,جراح و متخصص گوش و حلق و بینی,2.5,0,,
task01_00790,sent_005483,عاالی بوده,,random,"متخصص و جراح پوست ، مو و زیبایی و لیزردرمانی",5,0,,
task01_00791,sent_001154,دکتر خیلی گرونیه تایم ویزیتشون هم خیلی کمه انگار عجله دارن همه چی انجام بشه زود و بره ولی در تشخیص ایشون میدونم که کار درسته و قبلا من ربات زانوم پاره شده بود خیلی زود ایشون سرپام کردن,-1,high_neg,فلوشیپ ارتوپدی و جراحی ستون فقرات,2.5,0,,
task01_00792,sent_002143,تزریق ژل,,topup_pref,متخصص ارتوپدی - تعویض مفصل زانو,2.5,0,,
task01_00793,sent_007694,مطب بسیار شلوغ ساعت انتظار طولانی,-1,high_neg,متخصص ارتوپدی فلوشیپ جراحی زانو,2.5,0,,
task01_00794,sent_005542,من در ابتدا برای زگیل تناسلی مراجعه کردم و زیر نظر ایشون بیماریم کنترل شد بسیار با حوصله آگاه و ماهر هستن در کارشون مشکلات و نگرانی‌های بیمار رو درک میکنن به حرف بیمار گوش میدن و روحیه بیمار رو تقویت کنن,,mixed,"جراح و متخصص زنان ، زایمان و نازایی",5,0,,
task01_00795,sent_004778,فقط یکبار ویزیت شدم,,service_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00796,sent_000131,بهترین دکتریه که تا حالا دیدم مینیسک داخلی پام پاره شده بود دوساله تحت نظرشونم بدون عمل منو مداوا کرد واقعا تم من و هم تمتم بیمارهایی که تو مطبشون عمل کردن و دیدم بهشون اعتماد داریم و براشون دعای خیر می‌کنیم خدا حفظشون کنه,,service_neg,متخصص ارتوپدی فلوشیپ جراحی زانو,5,0,,
task01_00797,sent_000315,گوش پسرم چکاپ گوش پسرم بسیار خوش‌برخورد و حاذق,,random,جراح و متخصص گوش و حلق و بینی,5,0,,
task01_00798,sent_002709,انسان با اخلاق و با حوصله‌ای هستند و با دقت به صحبتهای بیمار گوش می‌دهند,,rate_neg,متخصص جراحی کلیه و مجاری ادراری تناسلی ( ارولوژیست ),2.5,0,,
task01_00799,sent_003055,دخترمن بیمارستان بستری بودوایشون دکتردخترم بودندوشناخت زیادی ازشون ندارم درکل راضی هستم وبرای ویزیت مجددپیششون میرم,,service_neg,فوق تخصص مغز واعصاب کودکان و نوجوانان,2.5,0,,
task01_00800,sent_005488,من گودی زیر چشم داشتم که با تزریق فیلر تا حدی رفع شد,,rate_neg,"متخصص پوست و مو ، زیبایی و لیزر",2.5,0,,
task01_00801,sent_007065,با توجه به تجربیات بد گذشتهام در مطب‌های دیگر متخصص زنان باید بگم که خیلی حس خوبی داشتم خانم دکتر خیلی آرام و واقعا متخصص هستند از رفتار و احترامشون مچکرم,,service_neg,متخصص زنان و زایمان,5,0,,
task01_00802,sent_004977,فعلا یکبار ویزیت شدم,,service_neg,فلوشیپ جراحی شانه و آرنج,2.5,1,,
task01_00803,sent_003727,رفتار عالی و محترمانه,,high_pos,متخصص جراحی کلیه و مجاری ادراری,5,0,,
task01_00804,sent_004736,عمل کایفوز کردم واقعا ایشون بهترین دکتر هستند,,topup_pref,فلوشیپ جراحی ستون فقرات,2.5,0,,
task01_00805,sent_007608,عمل ستون فقرات داشتم فعلا نمی‌توانم چیزی بگویم منتظر زمانم,0,high_neg,فلوشیپ جراحی ستون فقرات و متخصص ارتوپدی,2.5,0,,
task01_00806,sent_007244,هزینه ویزیت متخصص 320 هست ایشان 400 تومن گرفتند,,mixed,متخصص پوست و مو (درماتولوژی),2.5,0,,
task01_00807,sent_003884,بله نتیجه قطعی نگرفتم امیدوارم بگیرم,,rate_neg,جراح و متخصص ارتوپدی,2.5,0,,
task01_00808,sent_000195,خارش پوست داشتم یک‌بار مراجعه کردم بهتر شدم,,rate_neg,"متخصص پوست ، مو و لیزر",2.5,0,,
task01_00809,sent_000149,فوق‌العاده محترم و ماهر,,random,جراح و متخصص زنان و زایمان و نازایی,5,0,,
task01_00810,sent_006602,خودم بیمارنبودم از دیگران شنیدن,,mid_neg,متخصص جراحی مغز و اعصاب دیسک و ستون فقرات,5,0,,
task01_00811,sent_005549,دکتر احمدی بسیار خوش‌اخلاق خوش انرژی ارام و متین هستن در عین اینکه پزشک حاذقی هستن با اینکه مطب شون شلوغ هست منشی شون وپرسنل مطب محترم هستن و رفتار خوبی دارن و صبورانه و دلسوزانه راهنمایی میکنن به این دلیل که خود دکتر بسیار دلسوز هستن و وقت میگذارن و کلا تیم مطب شون هم دقیقا همینطور عمل میکنن تمام بیماران داخل مطب از ایشان بسیار راضی بودن و براشون دعای خیر داشتن,,mixed,جراح و متخصص زنان - فلوشیپ طب مادر و جنین,5,0,,
task01_00812,sent_000371,سلام عالی من تنگی کانال عمل کردم,,high_pos,متخصص جراحی مغز و اعصاب و ستون فقرات,5,0,,
task01_00813,sent_000108,بله برای شانه‌ی خواهرم مراجعه کردیم دکتردستور جراحی دادن بسیار عالی بود از ایشان بسیار متشکرم,,high_pos,جراح ارتوپد,5,0,,
task01_00814,sent_001592,سلام من اولین باره میخام برم,,rate_neg,متخصص مغز و اعصاب,2.5,0,,
task01_00815,sent_003177,کار بلد و سوار بر کار,,random,"فلوشیپ جراحی درونبین کلیه، مجاری ادراری و تناسلی (اندویورولوژی)",5,0,,
task01_00816,sent_003920,دکتر خوبیه فقط انگار یکم ازخود راضیه,,topup_pref,"متخصص پوست و مو ، زیبایی و لیزر",2.5,0,,
task01_00817,sent_004541,سلام من رضایت از کار ایشان رو از دیگران بسیار شنیدم,,mid_neg,متخصص پوست و مو,5,0,,
task01_00818,sent_005153,فعلا در حال معالجه هستم درکار خود جدی هستند,,rate_neg,فلوشیپ جراحی شانه و آرنج,2.5,1,,
task01_00819,sent_006555,پسرم تنگی مجاری ادراری داشت,,rate_neg,جراح کلیه مجاری ادراری پروستات و ناباروری,2.5,0,,
task01_00820,sent_003292,هنوز به مرحله درمان نرسیده‌ایم,,rate_neg,متخصص جراحی کلیه و مجاری ادراری,2.5,0,,
task01_00821,sent_000203,فقط ویزیت شدم و کلی آزمایش و پاپ اسمیر تو جلسه اول ازم گرفت,,service_neg,متخصص زنان زایمان و نازایی,2.5,0,,
task01_00822,sent_007559,یک‌بار ویزیت شدم برام سونو و مامو گرافی نوشتن خوش‌اخلاق و مهربان هستن,,topup_pref,متخصص زنان و زایمان,5,0,,
task01_00823,sent_000671,یکبار ویزیت شدم که ابتدا هم خودشون نبودنه یک ماما ویزیت کرد و بعد خودشون تشریف آوردن باید ببینم از درمان چه نتیجه‌ای می‌گیرم,,service_neg,"متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی",2.5,0,,
task01_00824,sent_001743,شستشوی گوش داشتیم,,rate_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_00825,sent_000215,با سلام همسرم بیماری کره هانتینکتون داره حالا خیلی بدتر شده ونمیدانم چاره چیسن,-1,high_neg,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_00826,sent_000061,بسیار دکتر مهربان و دوست‌داشتنی هستن با خونسردی به تک‌تک سوالات جواب میدن فهمیده و کار بلد هستن از همه مهمتر وقت دهی که میدن اصلا معطلی نداره نیم ساعت معطلی که طبیعیه,,mid_neg,جراح و متخصص زنان زایمان و نازایی,5,0,,
task01_00827,sent_004144,مشکل زعف اسپرم دارم درجریان تداوی هستم خدا کنه موفق شوم,,topup_pref,"جراح و متخصص زنان ، زایمان",2.5,0,,
task01_00828,sent_002294,خوب ولی مطب خیلی بی‌نظم و شلوغ هست,0,high_neg,متخصص زنان و زایمان - فلوشیپ نازایی,2.5,1,,
task01_00829,sent_000620,فعلا چیزی نشد,,rate_neg,متخصص جراحی مغز و اعصاب,2.5,0,,
task01_00830,sent_006010,پروستات وعالب,,rate_neg,متخصص اورولوژی - کلیه و. مجاری ادراری,2.5,0,,
task01_00831,sent_002864,یک ماهی بود که مشکل درد و کیپیی گوش داشتم چندتا دکتر رفتم فایده نداشت ولی با مراجعه به اقای دکتر صابری و تشخیص درست و تجویز داروی درست مشکلم ظرف یک هفته برطرف شد واقعا خدا خیرشون بده,,mixed,متخصص گوش و حلق و بینی,5,0,,
task01_00832,sent_001036,من ساعت 6 30 وقت داشتم 9 45 رفتم داخل تشخیص دکتر عالی ولی انقدر شلوغه که وقت نشد هیچ توضیحی بهم بدن وقت بذارن برام در حد یک ربع حتی,,mixed,متخصص زنان و زایمان,5,0,,
task01_00833,sent_005088,تحت نظر دوره بارداری هستم دکتر محتاطی هستن خیلی از آیتم‌ها مثل کاشت ناخن و مژه رو که در دوره بارداری خیلی‌ها انجام میدن ممنوع اعلام کردن یا مثلا نتیجه تست دی‌ان‌ای من که تو روز مراجعه‌ام به دکتر قراربود هفته بعدش جوابش بیاد دکتر گفت ممکنه دیر باشه برای هر اقدامی سریع دستور داد واسه تست آمینوسنتز که سه روزه نتیجه‌اش اومد و خدا رو شکر مشکلی نبود هر وقت هم زنگ می‌زنم مطب با حوصله جواب همه سوال‌ها رو میدن,,mid_neg,جراح زنان و زایمان و نازایی,5,0,,
task01_00834,sent_001605,هوب بود,,topup_pref,متخصص ارتوپدی,2.5,0,,
task01_00835,sent_005915,با سلام من جهت پوکی استخوان مراجعه کردم و با درمان دکتر خیلی بهتر شدم مجدد باید ویزیت بشم,,topup_pref,فلوشیپ جراحی ستون فقرات و متخصص ارتوپدی,5,0,,
task01_00836,sent_001122,برای بارداری اقدام کردم فعلا فقط یک جلسه ویزیت شدم,,service_neg,متخصص زنان زایمان و نازایی,2.5,0,,
task01_00837,sent_007243,دکترعالی خوش‌اخلاق باتجربه,,high_pos,متخصص جراحی استخوان و مفاصل ( ارتوپدی ),5,0,,
task01_00838,sent_000813,فعلا مراحلم تمام نشده,,topup_pref,فلوشیپ سرطانهای دستگاه ادراری (کرایو تراپی در مطب),2.5,0,,
task01_00839,sent_003096,من یه بیماری ویروسی پوستی داشتم هرجا رفتم تشخیص اشتباه بود بهترینن خانم دکتر تا دیدن متوجه شدن و درمان شدم فوق‌العاده با شخصیت و مهربون و در کارشون عالی هستن حتما پیشنهاد می‌کنم ایشونو,,mixed,متخصص پوست و مو و زیبایی,5,0,,
task01_00840,sent_001377,من مدت زیادی از درد شانه رنج می‌بردم به پزشکهای زیادی مراجعه کردم و نتیجه نگرفتم نیاز به جراحی داشتم دکتر شهرستانی جراحیم رو انجام دادن خدا رو شکر دردم کامل از بین رفت خدا حفظشون کنه برای بیمارانشون,,mid_neg,متخصص جراحی استخوان و مفاصل(ارتوپد),5,0,,
task01_00841,sent_003700,فعلا هیچ نتیجه‌ای نگرفتیم در حال معالجیم نتیجه گرفتم خبر میدم,,rate_neg,جراح و متخصص استخوان و مفاصل (ارتوپد),2.5,0,,
task01_00842,sent_004335,داروهاش جواب نداد بهم,,topup_pref,جراح و فلوشیپ سرطان شناسی کلیه و مجاری ادراری ( اوروانکولژیست),2.5,0,,
task01_00843,sent_002371,آقای دکتر بهنام سلیمانی یکی از بهترین دکتر‌های ارتوپدی هست,,high_pos,متخصص اورتوپدی جراح زانو,5,0,,
task01_00844,sent_007563,مطب بسیار شلوغه و نوبت دهی بر اساس وقت‌های تعیین‌شده در سایت نیست,-1,high_neg,"متخصص پوست ، مو ، زیبایی و لیزر",2.5,0,,
task01_00845,sent_006354,موثر بوده ممنونم,,rate_neg,متخصص پوست و مو,2.5,0,,
task01_00846,sent_005453,یکبار مراجعه داشتیم بسیار خوش‌برخورد هستند و خود دکتر و منشی‌ها برای وقت بیمار ارزش قائل هستن,,topup_pref,متخصص گوش و حلق و بینی و جراحی زیبایی بینی,5,0,,
task01_00847,sent_001839,دکتر ماهر و بااخلاق جراح پنجه طلا,,random,متخصص ارتوپدی,5,0,,
task01_00848,sent_007554,ساعت 8 وقت دکتر داشت ولی ساعت 9 30 ویزیت شدم تا 11 شب هم کارمون طول کشید,,service_neg,متخصص ارتوپدی,2.5,0,,
task01_00849,sent_006393,عالی مریض حالش خیلی بد بوده کاملا بهبود یافته,,mixed,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_00850,sent_001442,بسیار بسیاار عالی هستن,,high_pos,متخصص پوست و مو,5,0,,
task01_00851,sent_000735,بسیار حرفه‌ای و آرام,,random,فلوشیپ جراحی بینی و سینوس,5,0,,
task01_00852,sent_006672,میگرن خوب بودن,,rate_neg,فلوشیپ صرع و متخصص بیماریهای مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00853,sent_000420,منتظر جلسه دوم هستم,0,high_neg,متخصص ارتوپدی ( جراح استخوان و مفاصل ),2.5,0,,
task01_00854,sent_002818,تاوقتی داروهارومصرف می‌کنی وبه موقع نوبت بعدی رومیری خوبی ولی اگه نوبت بعدی دیربشه بازدرداشروع میشه,,topup_pref,"فلوشیپ جراحی پا و مچ پا ، متخصص ارتوپدی",5,0,,
task01_00855,sent_001814,دستم عمل کرد,,topup_pref,متخصص جراحی استخوان و مفاصل (ارتوپدی),2.5,0,,
task01_00856,sent_006595,برای زانو درد و دیسک کمر ویزیت شدم فعلا باید‌ام ار‌ای رو نشون بدم,,service_neg,متخصص ارتوپدی ( جراح استخوان و مفاصل ),2.5,0,,
task01_00857,sent_007719,فعلا باید جواب آزمایشاتم را ببینند,,topup_pref,"فلوشیپ پیوند کلیه ، عضو تیم تخصصی درمان ناباروری",2.5,1,,
task01_00858,sent_000612,مطب خیلی شلوغ هست و وقت‌ها خیلی تو هم تو هم هزینه قطعات مورد استفاده واقعا زیاد,-1,high_neg,فلوشیب زانو و آسیبهای ورزشی شانه و زانو,2.5,0,,
task01_00859,sent_001654,فعلن تعت درمان هستم,,rate_neg,"متخصص ارتوپدی ، فلوشیپ جراحی زانو",2.5,0,,
task01_00860,sent_007700,مادرم جهت آنوریسم مغزی پیش ایشون آنژیو شدن فعلا خوبن,,random,"متخصص جراحی مغز و اعصاب ، فلوشیپ نورواینترونشن",5,0,,
task01_00861,sent_002953,عالی ولی بسیار شلوغه ومعطلی داره,,mixed,متخصص جراحی مغز و اعصاب,5,0,,
task01_00862,sent_006432,هنوز عمل نکردیم ولی ویزیت,,service_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00863,sent_004895,استاد درمان کاشت مو ابرو جادوگر درمان ریزش مو,,mid_neg,"متخصص پوست ، مو ، زیبایی",5,0,,
task01_00864,sent_003569,ممنونم از حسن برخورد و نظر سنجی از 6 ماه قبل از طریق یکی از آشنایان با آقای دکتر سید اسماعیلی سید بزرگوار آشنا شدیم و از ماکو خدمتشون رسیدیم فرمودند باید عمل میکروسکوپی کم تهاجمی انجام بدند که هم کم‌خطر هست و هم نتیجه خوب بوده و سریعت هست ما با توجه به آشناییت اولیه و اعتماد قبلی عمل انجام شد و خدا رو شکر امروز من فقط با گل و شیرینی رسدم خدمت دکتر تشکر کنم از همه پرسنل مطب و کلینیک بهار و خود جناب دکتر سید اسماعیلی تشکر ویژه دارم خدا خیر و دنیا و آخرت نسبی کند,,service_neg,فلوشیپ کلیه و مجاری ادراری تناسلی,5,0,,
task01_00865,sent_007880,سلام خانمم چند سال بود سردرد داشتند الحمدالله با ویزیت آقای دکتر خیلی خوب شدند شاید با اطمینان بگم که 80 درصد خوب شدند فقط آقای دکتر خیلی عجول هستند ولی در مجموع راضی هستیم خدا بهشون خیر دنیا و آخرت بدهند,,service_neg,متخصص مغز و اعصاب,5,0,,
task01_00866,sent_002156,هنوز نتیجه نگرفتم جلسه اول است,,high_neg,متخصص زنان و زایمان,2.5,0,,
task01_00867,sent_006298,فعلا در حال معالجه هستم,,topup_pref,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,,
task01_00868,sent_007000,یک دوره برا پر پشتی مو رفتم ک کامل درماننشدم و مخامدوره برم,,high_neg,متخصص پوست و مو و زیبایی,2.5,0,,
task01_00869,sent_002640,فعلا هبچ عملی,,rate_neg,"جراح مغز و اعصاب ، دیسک و ستون فقرات",2.5,0,,
task01_00870,sent_000184,جراحی رباط صلیبی و مینیسک عالی بود,,high_pos,متخصص جراحی استخوان و مفاصل(ارتوپد),5,0,,
task01_00871,sent_003543,عالی هستن از همه نظر,,topup_pref,متخصص زنان و زایمان,2.5,0,,
task01_00872,sent_006450,سلام هنوز نتیجه نگرفتم,,high_neg,"متخصص اورولوژی ، فلوشیپ سرطان های دستگاه ادراری و تناسلی",2.5,1,,
task01_00873,sent_005614,من دچار بیماری ویروسی مونونوکلئوز در گلو شدم به چندین پزشک مراجعه کردم اما بیماری را تشخیص ندادند و داروی اشتباه تجویز کردند خانم دکتر زند با وزیت آنلاین بیماری بنده را تشخیص دادند دکتر بسیار با تجربه‌ای هستند,,high_neg,"متخصص گوش حلق بینی ، فلوشیپ جراحی گوش",5,0,,
task01_00874,sent_003982,بسیار عالی و خوش‌برخورد و تشخیص عالی و هزینه کم,,mixed,متخصص گوش و حلق وبینی,5,0,,
task01_00875,sent_000391,بسیار دکتر خوش‌برخورد و کار درستی هستند,,random,متخصص گوش و حلق و بینی,5,0,,
task01_00876,sent_004097,ما مشکل خاصی نداشتیم و به نظرم دکتر خوبی هستن فقط به نظرم معطلی 2 تا 4 ساعت یه کار ساختگی هست و اصلا درست نیست و صرفا جهت بازار گرمیه,,high_neg,فلوشیب زانو و آسیبهای ورزشی شانه و زانو,2.5,0,,
task01_00877,sent_007106,سلام خانم دکتر نیک‌پی علمشون بسیار به‌روز و بینهایت مهربان و خوش‌اخلاق هستن داروهایی که برای درمانم دادن عالی بودن من چنتا دکتر دیگه رفتم و درمان نشدم ولی ایشون منو با یک نسخه درمان کردن من خیلی راضیم از نحوه درمانم از صبر و حوصله ایشون,,mixed,متخصص زنان و زایمان,5,0,,
task01_00878,sent_004210,دکتر حاذقی هستند اما ازدحام زیادی دارند و نوبتی که می‌دهند معطلی زیادی دارد,,mixed,فلوشیپ ارتوپدی و جراحی ستون فقرات,2.5,0,,
task01_00879,sent_005663,فعلا ام آر آی نوشتند برام,,rate_neg,جراح و متخصص ارتوپدی - فلوشیپ جراحی دست,2.5,0,,
task01_00880,sent_002029,مشکل فقط زمان انتظار بود حداقل 45 دقیقه منتظر موندم,,high_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_00881,sent_006233,بسیار عاالی یکی از بهترین پزشکان متخصص مغز و اعصاب که مادر من بابت سکته مغزی توسط ایشان درمان شدند ممنون آقای دکتر,,high_pos,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_00882,sent_004310,من پیش یه پریناتال دیگه رفتم با تشخیص اشتباه با روح و روانم بازی کرد دکتر محرابی رو از اینستاگرام پیدا کردم رفتم مطب پیششون سونو کردن و با تشخیص درستشون منو از این نگرانی نجات دادن واقعا نفسش حقه و علمش زیاد هم خود خانم دکتر هم تمام نیروهاشون باسواد و دلسوز و با انرژی مثبت هستند بهتون پیشنهاد می‌کنم,,high_neg,فلوشیپ طب مادر و جنین (پریناتولوژی),5,0,,
task01_00883,sent_000979,علاوه بر اخلاق حرفهای و خوبشون با هزینه کم به نتیجه رسیدم,,mid_neg,"متخصص پوست ، مو و لیزر",5,0,,
task01_00884,sent_002860,کاشت مو نتیجه رضایت‌بخش بود,,mid_neg,متخصص پوست و مو و زیبایی و لیزر,5,0,,
task01_00885,sent_003117,پاره گی پاندل دست,,rate_neg,متخصص ارتوپدی,2.5,0,,
task01_00886,sent_003887,فعلا ام ار‌ای دادم,,rate_neg,متخصص ارتوپدی جراح استخوان مفاصل و آسیب های ورزشی,2.5,0,,
task01_00887,sent_006910,جواب اسکن میخوام نشون بدم,,rate_neg,"متخصص جراحی کلیه ، مجاری ادراری و تناسلی",2.5,0,,
task01_00888,sent_003561,عاالی بودن اقای دکتر تشکر از اقای مولایی و جناب دکتر مکارم عزیز من از اصفهان رفتم پیش اقای دکتر عمل کردم و خیلی از فامیل هام هم بعد از من برای جراحی بینی رفتن پیش آقای دکتر همه چیز بعد از عمل عالی بود و خدا عمر طولانی و سلامتی به اقای دکتر بدهد,,service_neg,متخصص و جراح گوش و حلق و بینی,5,0,,
task01_00889,sent_006565,درمان دیسک داشتم در تشخیص بسیار حاذق هستندو اخلاق عالی ایشان قابل تحسین است فقط به دلیل شلوغی مطب معطلی داشتیم در غیر اینصورت از انتخاب ایشان بسیار خداوند را شکر می‌کنم,,mixed,فلوشیپ ارتوپدی و جراحی ستون فقرات,5,0,,
task01_00890,sent_006699,پسرم کیست پشت گوش داشتن خیلی نگران بودم ایشون جراحی کردن خیلی ممنونم انشالا همیشه سلامت باشن دکتر خیلی خوبی هستن,,mixed,متخصص گوش و حلق وبینی,5,0,,
task01_00891,sent_001103,مراجعه اول خوب بودند منتظر جواب هستم,,mid_neg,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_00892,sent_000940,بسیار خوش‌برخورد و با حوصله معطلی حدودا دو ساعت مشکل من افت دهان بود که خب ارجاعم دادن به دکتر دیگه‌ای اما داروییکه تجویز کردن موثر بود,,mid_neg,جراح و متخصص گوش و حلق و بینی,5,0,,
task01_00893,sent_002583,پزشک خوبی بودند برای من تجویز درست کردند باید مراحل درمان را انجام بدهم سوتوگرافی گلو و بعد ادامه,,rate_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_00894,sent_004914,به من 11 20 نوبت داده بودن ولی 12 30 اومدن از لحاظ برخورد خوب بودن برای مشکل شوره سر مراجعه کرده بودم دارم داروهاشونو استفاده می‌کنم دارو دست‌ساز نوشتن که می‌زنم یکم موهامو وز کرده و ریز مو گرفتم ولی می‌زارم بر پایه درمان چند هفته دیگه مشخص میشه درمان درست انجام‌شده یا خیر,,service_neg,متخصص پوست و مو,2.5,1,,
task01_00895,sent_001391,عالی ولی بسیار شلوغ,,mixed,فلوشیپ جراحی مغز و اعصاب و ستون فقرات,5,0,,
task01_00896,sent_006900,من پیش ایشون امنیوستتز انجام دادم پزشکم من رو به ایشون ارجاع دادن سطح علمی و کارهایی که توی مطب انجام میدن با بقیه فرق میکنه و فوق تخصصی هستش,,topup_pref,فلوشیپ طب مادر و جنین (پریناتولوژی),5,0,,
task01_00897,sent_005517,من خارپاشنه و آرتروز زانو داشتم با فیزیوتراپی تا حدودی مشکلم حل شد,,rate_neg,جراح استخوان و مفاصل و ستون فقرات,2.5,0,,
task01_00898,sent_007861,بیضه است,,rate_neg,"متخصص جراحی کلیه ، مجاری ادراری و تناسلی",2.5,0,,
task01_00899,sent_007848,سمگ کلیه,,topup_pref,متخصص ارولوژی - کلیه و مجاری ادراری,2.5,0,,
task01_00900,sent_005215,ریزش سکه‌ای درمان موقت,,topup_pref,"متخصص پوست ، مو و لیزر",2.5,0,,
task01_00901,sent_005038,من چندین سال پیش در اهواز بیمار ایشون بودم میگرن شدید و افسردگی داشتم با چند تا قرص نه چندان قوی در عرض 6 ماه هم میگرتم کاملا خوب شد هم افسردگیم بعد که نقل نکان کردم تهران همیشه به بیمارا می‌گفتم کاش دکتر میومد تهران عااآالیه خدا ازش راضی باشه ولی حالا که بعد از چند سال تو تهران پیداش کردم خییلی خوشحالم و به همه پیشنهاد می‌کنم حتما مراجعه کنن پیش ایشون,,mid_neg,"متخصص مغز و اعصاب ، فلوشیپ بیماریهای التهابی",5,0,,
task01_00902,sent_005964,مشکل پلیپ دارم هنوز مراحل درمان بپایان نرسیده اقدامات لازم انجام‌شده برای تکمیل پرونده و نوبت عمل باید برم خدمتشون,,service_neg,متخصص و جراح گوش و حلق و بینی,2.5,0,,
task01_00903,sent_001215,من برای جای جوش هایم مراجعه کردم که سالها درگیرشان هستم فعلا یه ویزیت رفتم ولی گفتند حتما خوب خواهد شد که امیدوارم همینطور باشه ولی بسیار شلوغ و معطلی زیادی دارد,,mid_neg,"متخصص پوست ، مو ، زیبایی",5,0,,
task01_00904,sent_006408,تازه شروع به درمان کردم نمیدونم,,rate_neg,جراح ارتوپد,2.5,0,,
task01_00905,sent_003537,تو شهر زنجان تشخیص سرطان رحم بود خانوم دکتر تشخیص رو رد کردن و با لیزر درمانم کردن,,rate_neg,فلوشیپ انکولوژی و متخصص زنان و زایمان,2.5,1,,
task01_00906,sent_007797,بنده ویزیت اولین بار رفتم فعلا راضی هستم,,topup_pref,متخصص گوش و حلق و بینی,5,0,,
task01_00907,sent_007448,از آقای دکتر خیلی راضی بودم با دقت و حوصله به حرفهام گوش دادن و همه چیز رو خوب توضیح دادن منتظر جلسات بعدی و ادامه درمان هستم,,mid_neg,"متخصص پوست ، مو و زیبایی",5,0,,
task01_00908,sent_003649,پزشکی ماهر خوش‌اخلاق وخوش رفتار,,random,جراح گوش و حلق و بینی و سر و گردن,5,0,,
task01_00909,sent_006389,جراحی بینی انجام دادم و نتیجه عالی بود,,high_pos,متخصص گوش و حلق و بینی,5,0,,
task01_00910,sent_005867,جراحی مینسک,,random,"فلوشیپ جراحی زانو ، متخصص و جراح ارتوپدی",5,0,,
task01_00911,sent_004465,پارگی تاندون در حال درمان,,rate_neg,"متخصص ارتوپدی ، جراحی آسیب های ورزشی شانه و زانو از فرانسه",2.5,0,,
task01_00912,sent_007008,فعلا یک جلسه ویزیت رفتم و نظر خاصی ندارم,,service_neg,متخصص پوست و مو,2.5,0,,
task01_00913,sent_004022,با سلام نوبت دهی خوب من راضی هستم مشکل مغزی داشتم خداروشکرخوبم راضی هستم خداخیرشون بده,,service_neg,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_00914,sent_003660,سلام ضمن تشکراز زحمات ایشان به نظر می‌رسد توصیه‌های علمی هم باید داشت بنده زانو درد شدید داشتم علاوه بر دارو و قیزیوتراپی پیشنهاد کاهش وزن آب‌درمانی ورزشهای منزل مراعات حال مریض درخصوص هزینها تشکر,,mixed,متخصص ارتوپدی,2.5,0,,
task01_00915,sent_001301,عمل پارگی تاندم,,rate_neg,متخصص و جراح ارتوپدی,2.5,0,,
task01_00916,sent_006153,کتف عمل کردم,,rate_neg,جراح و متخصص ارتوپدی - فلوشیپ جراحی دست,2.5,0,,
task01_00917,sent_006484,پزشک بسیار حاذقی هستن مادر من‌بعد از 2 سال مصرف دارو برای کلیه البته تشخیص غلط‌ی پزشک دیگه ب لطف اول خدا بعد اقای دکتر و ویزیت اصولیشون الان دیگه هیچ دارویی برای کلیه نمیخورن ممنونم آقای دکتر,,topup_pref,اورولوژیست (جراح کلیه و مجاری ادراری و ناباروری),5,0,,
task01_00918,sent_002357,علت و جزییات بیماری کمتر بیان می‌کنند,,rate_neg,"فلوشیپ اندرویورولوژی ولاپاراسکوپی (استاد دانشگاه ، عضو هیئت علمی)",2.5,0,,
task01_00919,sent_001973,دکتر خوش‌اخلاق و عالم و با تجربه ولی بسیار شلوغ,,mid_neg,متخصص ارتوپدی,5,0,,
