task_id,item_id,text_label,label_human,bucket,specialty,rate,is_duplicate,label_human_note,rater_id,label_human_int
task01_00070,sent_005796,در حال ویزیت کردن هستم فعلا,0.0,service_neg,فلوشیپ جراحی ستون فقرات,2.5,0,,,0.0
task01_00207,sent_005797,پیچ‌خوردگی پا,0.0,topup_pref,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,,,0.0
task01_00071,sent_005803,من ریزش مو و جوش صورت داشتم البته جوشای صورتم زیاد نبود در حد چهار پنج تا که داروی جوش صورت خوب بود برطرف شد اما برای ریزش مو اصلا خوب نبود من ریزش موم قطع نشد,-1.0,high_neg,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,,,-1.0
task01_00180,sent_005824,در وقت دهی و مشاوره قبل از ویزیت بسیار ضعیف هستن بارها رفتم و پشت در موندم و بعد تماس وقتم رو کنسل کردم به این خاطر دیگه نمیرم باوجودی که از روند بهبود بیماریم راضیم,-1.0,high_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,,-1.0
task01_00184,sent_005834,خود خانم دکتر بسیار محترم و خوش‌برخورد هستن ولی منشی بعد از 4 روز از تعیین وقت زنگ زد گفت چون از سایت وقت گرفتید بین مریض حساب میشید در ضمن هزینه ویزیت رو باید نقدی حساب کنید,0.0,high_neg,متخصص زنان و زایمان و نازایی,2.5,0,,,0.0
task01_00652,sent_005872,سلام خیلی گرون حساب میکنه وحشتناک,-1.0,high_neg,متخصص جراحی استخوان و مفاصل (ارتوپدی),2.5,0,,,-1.0
task01_00011,sent_005950,نوبت دوم دکتر خوبی‌ان شا الله ک حامله بشم ده سال سابقه نازای دارم,1.0,service_neg,جراح زنان ، زایمان,2.5,0,,,1.0
task01_00276,sent_005980,خیلی شلوغ,0.0,high_neg,فلوشیپ انکولوژی زنان ، لاپاروسکوپی و کولپوسکوپی,2.5,0,,,0.0
task01_00008,sent_005995,یک نوبت ویزیت شده‌ام,0.0,service_neg,جراح کلیه مجاری ادراری پروستات و ناباروری,2.5,0,,,0.0
task01_00027,sent_006126,با دقت به حرفهای شما گوش می‌کنم و نسخه دقیق و درست هم ارائه می‌فرمایند ایشان را به دیگران معرفی و پیشنهاد می‌کنم,1.0,mid_neg,متخصص پوست ، مو ، لیزر,5.0,0,,,1.0
task01_00133,sent_006165,گرفتگی عصب دست,0.0,rate_neg,متخصص ارتوپدی ، جراح استخوان و مفاصل,2.5,0,,,0.0
task01_00131,sent_006197,دکتر با تجربه ایی بود و همانطور که فرمودن نگرانی ما درمورد راه رفتن کودکمون بی‌مورد بود و خدا رو شکر کاملا خوب شد,1.0,mid_neg,فلوشیپ ارتوپدی اطفال,5.0,0,,,1.0
task01_00146,sent_006212,قاعدگی نامنظم فعلا نتیجه نگرفتم,-1.0,high_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,,-1.0
task01_00079,sent_006228,بسیار عالی ولی بدیشون اینه که انتر‌ها ویزیت میکنن با دکتر نمیشه صحبت کرد,1.0,service_neg,فلوشیپ جراحی استخوان و مفاصل کودکان (ارتوپدی کودکان),2.5,0,,,1.0
task01_00193,sent_006230,سلام من قبلاویزیت شدم کارش عالی هستش,1.0,topup_pref,متخصص گوش حلق و بینی,5.0,1,,,1.0
task01_00052,sent_006236,مطبشون شلوغه اما دکتر و پرسنل بشدت عالی هستن,1.0,mixed,متخصص پوست ، مو ، زیبایی و لیزر,5.0,0,,,1.0
task01_00022,sent_006282,مشکل جوش داشتم که در حال درمانم هنوز نمیتونم نظر قطعی بدم,0.0,rate_neg,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,,,0.0
task01_00706,sent_006286,در طاهر موجه اما دنبال هزینه تراشیدن زیاد برای بیماران نااگاه سهرستانی در کلینیک میر است,-1.0,high_neg,متخصص جراحی استخوان و مفاصل (ارتوپدی),2.5,0,,,-1.0
task01_00037,sent_006321,تشخیص ایشون خوب بود ولی کرمی که نوشتن فوق‌العاده گران بود چون دست‌ساز نوشته بودن می‌شد با یک کرم ساده که در داروخانه‌ها هست کار را جمع کرد من کرم آماده داروخانه را گرفتم برای رفع لک,0.0,high_neg,متخصص پوست و مو (درماتولوژی),2.5,0,,,0.0
task01_00106,sent_006367,خیلی معطلی داره اگه یکم به فکر مراجعین باشند بد نیست تو این زمونه 4 ساعت تو نوبت بشینی با اینکه از قبل وقت گرفتی قابل توجیه نیست,-1.0,high_neg,فلوشیپ ارتوپدی و جراحی ستون فقرات,2.5,0,,,-1.0
task01_00054,sent_006431,برای اولین بار به خانم دکتر مراجعه کردم,0.0,topup_pref,متخصص زنان و زایمان - فلوشیپ نازایی,2.5,0,,,0.0
task01_00256,sent_006443,من یک‌دفعه ویزیت شدم ولی برخورد بسیار عالی داشتند,1.0,topup_pref,متخصص ارتوپدی - جراح زانو و هیپ,5.0,0,,,1.0
task01_00210,sent_006463,برای دیدن دکتر هفت خوان رد می‌کنی بعدم بنظرم کارهایی انجام میشه که بیشتر بخاطر گرفتن هزینه از بیمارهاست,-1.0,high_neg,جراح و متخصص استخوان و مفاصل (ارتوپد),2.5,0,,,-1.0
task01_00159,sent_006468,می‌شناسم دکتر مورد قبول لرای جراحی میباسد,1.0,rate_neg,متخصص جراحی استخوان و مفاصل (ارتوپدی),2.5,0,,,1.0
task01_00600,sent_006476,برای ویزیت مبلغ بیشتری از تعرفه مصوب دریافت کردن و گفتن برای تشکیل پرونده که اصلا منطقی نیست با حوصله بودن ولی هنوز زمان مصرف داروهام نرسیده,1.0,service_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,,1.0
task01_00293,sent_006478,نارسایی کلیه درمان,0.0,random,متخصص اورولوژی - فلوشیپ اندویورولوژی و لاپاراسکوپی,5.0,0,,,0.0
task01_00228,sent_006489,سلام بنده مشکل خشکی و اگزما پوستی داشتم که با ویزیت دکتر بزرگوار در متر از یک هفته بهبودی حاصل شد,1.0,topup_pref,متخصص پوست و مو و زیبایی,5.0,0,,,1.0
task01_00214,sent_006493,سلام ماه دوم باردارم لکه بینی صورتی دارم چندروز یک‌بار خیلی نگرانم بعداز 6 سال حامله شدم توراخدا رانمایم کن چکارکنم,0.0,mid_neg,جراح و متخصص زنان و زایمان ، نازایی,5.0,0,,,0.0
task01_00527,sent_006508,ایشان بسیار بی‌حوصله هستند و بیماران را همیشه منتظر خود می‌گذارند و اگر بیمار سوال می‌پرسد ایشان می‌گویند از منشی بپرسید,-1.0,high_neg,متخصص ارتوپدی ( جراح استخوان و مفاصل ),2.5,1,,,-1.0
task01_00130,sent_006515,دکتر خوشرو و به نظر با سواد میاد خیلی وقت میذارن برای بیمار در واقع زیادی وقت میذارن و همین باعث شد من 4 ساعت منتظر بمونم فعلا دارم میرم جلو و نتیجه درمان مشخص بشه میتونم نظر نهایی رو در مورد تشخیص ایشون بدم,1.0,service_neg,جراح و متخصص ارتوپدی,5.0,0,,,1.0
task01_00644,sent_006554,تاخیر در پریود تحت درمان هستم,0.0,high_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,,0.0
task01_00253,sent_006569,سلام خوب بودند,0.0,rate_neg,متخصص مغز و اعصاب (نورولوژی)، عضو انجمن صرع ایران,2.5,0,,,0.0
task01_00038,sent_006594,من کاشت مو انجام دادم پیش شما و خیلی راضی‌ام ممنون از خانم دکتر یزدانی و تیم حرفه‌ای ایشون,1.0,mixed,متخصص پوست ، مو ، زیبایی,5.0,0,,,1.0
task01_00041,sent_006620,مشکل تاخیر در قائدگی داشتم,1.0,mid_neg,جراح و متخصص زنان ، زایمان و فلوشیپ ناباروری,5.0,0,,,1.0
task01_00162,sent_006644,اسپاسم شدید پای دخترم خوب بودن,1.0,rate_neg,متخصص جراحی استخوان و مفاصل ( ارتوپدی ),2.5,0,,,1.0
task01_00143,sent_006652,باعرض سلام من محمدرضا آزادی هستم هفت بهمن عمل رباط صلیبی و منیسک پای راستم پیش دکتر شهرستانی انجام دادم کرمانشاه زندگی می‌کنم توی شهر خودم حقیقت به هیچ پزشکی اعتماد نداشتم اما من عملهای دکتر شهرستانی هم ازاینستاگرام دیدم و هم توی مطب باهاشان صحبت کردم خوشبختانه بارضایت کامل رفتم پیش دکتر وعمل پام انجام داد خدا رو شکر الان حدودپنج هفته از عملم میگذره خوب خوبم واز دکتر تشکر ویژه دارم خدا بهت سلامتی وعزت بده,1.0,service_neg,متخصص جراحی استخوان و مفاصل(ارتوپد),5.0,0,,,1.0
task01_00291,sent_006692,فعلا تحت درمان هستم نظری نمیتونم بدم,0.0,rate_neg,جراح گوش ، حلق و بینی,2.5,0,,,0.0
task01_00218,sent_006697,در زمان جنگ پیش خانم دکتر رفتم برای آمینوسنتز خیلی نگران بودم بخاطر اینکه تمامی مراکز بسته بودند ولی دکتر محرابی حضور داشتند باعث دلگرمی من شدند کارم و با دقت انجام دادند مطب شون محیطی آرام و پرسنل خوب و مهربان که باعث آرامشم شدند و هیچ وقت فراموش نمی‌کنم,1.0,mid_neg,فلوشیپ طب مادر و جنین (پریناتولوژی),5.0,0,,,1.0
task01_00247,sent_006701,عفونت مزمن چندین ساله داشتم که به لطف درمان ایشان خوب شدم با آرامش و دانا و انسانی بزرگوار,1.0,high_pos,جراح و متخصص زنان و زایمان,5.0,0,,,1.0
task01_00046,sent_006719,برای گوش رفتم دکتر خوبی هستن فقط نوبت دهی ضعیفی,0.0,service_neg,جراح گوش و حلق و بینی,2.5,0,,,0.0
task01_00108,sent_006732,بسیار حاذق و دقیق هستن خانم دکتر شفیعیان کمک بزرگی کردن به من وقتی‌که از لحاظ جسمی و روحی شرایط خیلی بدی داشتم تا همیشه ممنونم از لطف و مهربانیشون,1.0,mixed,جراح و متخصص زنان و زایمان ، نازایی,5.0,0,,,1.0
task01_00303,sent_006740,تشخیصشان خوب بود,1.0,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,1.0
task01_00686,sent_006747,سلام من دارو استفاده کردم تا الان هیچ تغییری نکردم هنوز کمر درد رو دارم,-1.0,high_neg,فلوشیپ ستون فقرات و توانبخشی ، متخصص طب فیزیکی,2.5,0,,,-1.0
task01_00158,sent_006761,فقط ویزیت شدم دیگه کارشو ندیدم,0.0,topup_pref,متخصص و جراح پوست ، مو و زیبایی و لیزردرمانی,5.0,0,,,0.0
task01_00042,sent_006776,دقیق با سواد و صبور ومحترم مطب تمیز و منشی بسیار مهربان,0.0,topup_pref,متخصص مغز و اعصاب ( نورولوژی ),5.0,0,,,0.0
task01_00450,sent_006787,دستم پارگی شدید نداشته ایشون پی از پی انجام دادن بهتر که نشدم بدتر هم شدم فقط کلی هزینه کردم,-1.0,high_neg,متخصص ارتوپدی و جراحی مفاصل و استخوان,2.5,0,,,-1.0
task01_00295,sent_006790,فعلا منتظرتونم آزمایش هستیم,0.0,high_neg,متخصص و جراح زنان و زایمان و نازایی,2.5,0,,,0.0
task01_00057,sent_006800,اولین دکتر پوستی بودن که برای من آزمایش هورمونی نوشتن اصلا کرم‌های گرون و الکی تجویز نمیکنن و خیلی به فکر بیمار هستن,1.0,mid_neg,متخصص بیماریهای پوست و مو و لیزر,5.0,0,,,1.0
task01_00084,sent_006840,جوش نوجوانی دخترم,0.0,rate_neg,متخصص پوست و مو,2.5,0,,,0.0
task01_00315,sent_006859,پزشک با اخلاق,1.0,topup_pref,جراح مغز و اعصاب و ستون فقرات,2.5,0,,,1.0
task01_00224,sent_006886,استرس واظطراب وحال خیلی بد الان 3 ساله تحت نظر ایشون هستم وخیلی راضیم,1.0,high_neg,متخصص مغز و اعصاب (نورولوژیست),5.0,0,,,1.0
task01_00110,sent_006892,گوش‌درد و تحت درمان,0.0,rate_neg,جراح و متخصص گوش و حلق و بینی,2.5,0,,,0.0
task01_00080,sent_006908,فعلا جهت تشخیص اقدامات پاراکلنیکی دارم انجام می‌دم,0.0,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,0.0
task01_00129,sent_006913,مشکل دست عمل کردن خوب بود,0.0,rate_neg,جراح و متخصص ارتوپدی - فلوشیپ جراحی دست,2.5,0,,,0.0
task01_00242,sent_006914,خیلی دکتر مهربون و خوش‌اخلاق بیمار آروم میکنن بدون هیچ وارد کردن استرسی مطبشون مکانی کاملا آروم با پرسنلی کاملا محترم,1.0,service_neg,متخصص زنان و زایمان,5.0,0,,,1.0
task01_00086,sent_006954,برای درمان ناباروری مراجعه کردم و یک ماه هنوز نتیجه نگرفتم ولی دکتر خیلی خوبی هستند خوش‌اخلاق و مهربون,0.0,mid_neg,متخصص و جراح زنان و زایمان ، نازایی - دارای بورد تخصصی,5.0,0,,,0.0
task01_00073,sent_006964,نوار عصب همانجا انجام می‌شود بسیار عالی,1.0,high_pos,متخصص مغز و اعصاب و ستون فقرات,5.0,0,,,1.0
task01_00477,sent_007009,منتظرم جواب آزمایش ببرم پیشش,0.0,high_neg,جراح و متخصص زنان ، زایمان,2.5,0,,,0.0
task01_00248,sent_007013,سردرد داشتم,0.0,random,متخصص مغز و اعصاب (نورولوژی)، عضو انجمن صرع ایران,5.0,0,,,0.0
task01_00282,sent_007018,اخلاق خیلی خوب صبر و متانت در برخورد با بیمار گوش دادن به صحبت‌های بیمار از بهترین ویژگی‌های آقای دکتر هستش,1.0,high_pos,متخصص مغز و اعصاب (نورولوژی),5.0,0,,,1.0
task01_00300,sent_007020,بسیار دکتر خوش‌برخورد و محترمی هستن علاوه بر اینکه کامل مشکل رو گوش میکنن و به همه سوالات جواب میدن در مورد علت مشکل و راه‌های درمان هم خیلی مفصل توضیح میدن آنتایم بودنشون و بدون معطلی هم واقعا ویژگی مهمی برای منه من مشکل خونریزی بینی داشتم که با تجویز چند کرم و پماد ایشون الحمدلله 3 4 روزه برطرف شد,1.0,service_neg,جراح و متخصص گوش و حلق و بینی,5.0,0,,,1.0
task01_00304,sent_007065,با توجه به تجربیات بد گذشتهام در مطب‌های دیگر متخصص زنان باید بگم که خیلی حس خوبی داشتم خانم دکتر خیلی آرام و واقعا متخصص هستند از رفتار و احترامشون مچکرم,1.0,service_neg,متخصص زنان و زایمان,5.0,1,,,1.0
task01_00137,sent_007068,برای لوزه هام رفتم قرص دادند بر طرف شد ولی چند ماه باید قرص مصرف کنم و در صورتی که خوب نشد عمل انجام میدن,0.0,topup_pref,متخصص گوش و حلق و بینی,2.5,0,,,0.0
task01_00139,sent_007077,درد دست هنوز یکباررفتم,0.0,rate_neg,فلوشیپ جراحی شانه و آرنج,2.5,1,,,0.0
task01_00233,sent_007129,بهترینن در کارشون,1.0,high_pos,متخصص پوست و مو,5.0,0,,,1.0
task01_00220,sent_007159,خوبه ولی نوبت خیلی مطب بی نظمی دارن منشی‌ها اشنا هارو زود‌تر میفرستن داخل,0.0,service_neg,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,,,0.0
task01_00003,sent_007182,در دست اقدام می‌باشد,0.0,rate_neg,متخصص پوست و مو,2.5,0,,,0.0
task01_00296,sent_007213,در حالل ررسی است,0.0,topup_pref,متخصص زنان ، زایمان نازایی,2.5,0,,,0.0
task01_00050,sent_007220,برای دیسک کمر و گردن رفتم بعد از دیدن‌ام ار‌ای گفتن مشکل خاصی نداری زمان معاینه یجوری رگ سیاتیکمو فشار دادن که تا چند روز یطرفم درد می‌کرد,0.0,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,0.0
task01_00114,sent_007247,ابشون بسیار با حوصله با بیمار رفتار میکنن وتشخیص شون درست وبرای بیمار هزینه تراشی بی‌مورد نمیکنن,1.0,mid_neg,جراح و متخصص ارتوپدی,5.0,0,,,1.0
task01_00245,sent_007282,پسرم مشکل حنجره داشت ک باید لیزر می‌شد قبل از ایشون پیش چند تا دکتر بردم لیزر شد ولی هیچ تغییری نکرد ولی با اولین لیزرایشون پسرم خیلی بهتر شد خدا خیرش بده,1.0,mixed,فلوشیپ حنجره ، گوش و حلق و بینی,5.0,0,,,1.0
task01_00266,sent_007301,3 بار مراجعه کردم و نتیجه نگرفتم داره زمین گیرم میکنه 35 سالمه,-1.0,high_neg,متخصص جراحی استخوان و مفاصل(ارتوپد),2.5,0,,,-1.0
task01_00127,sent_007327,من مادرم وضیت خیلی بدی داشت زانو درد شدید هرشب با گریه‌های مادرم از خواب بیدار می‌شدم زندگیم کابوس شده بود و زجه‌های مادرم دکتر شهرستانی معجزه خدا بود برای زندگی ما مادرم بعد عمل پاش عالی شد مادرم توانایی راه رفتن رو دوباره به دست اورد دکتر شهرستانی ممنونتم واقعا ممنونتونم که با خوشرویی تمام با مریضاتون برخورد می‌کنی و امید زندگی رو بهمون میدین واقعا یه دونه‌ای,1.0,mixed,متخصص جراحی استخوان و مفاصل(ارتوپد),5.0,0,,,1.0
task01_00122,sent_007331,بعد عمل خیلی می‌ترسیدم که فایده نداشته باشه اما الان 2 ماه گذشته و من ورزش هم می‌کنم,1.0,mid_neg,فلوشیب زانو و آسیبهای ورزشی شانه و زانو,5.0,0,,,1.0
task01_00281,sent_007335,هنوز مشخص نیست,0.0,rate_neg,متخصص ارتوپدی و فلوشیپ جراحی زانو,2.5,0,,,0.0
task01_00277,sent_007343,توصیه به کاشت مو,0.0,high_neg,متخصص پوست و مو,2.5,0,,,0.0
task01_00015,sent_007348,لکه پوستی و جوش,0.0,rate_neg,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,,,0.0
task01_00208,sent_007370,بسیار عالی بودند تنها نقطه‌ضعف معطلی بسیار زیاد در مطب است,1.0,mixed,متخصص پوست ، مو ، زیبایی و لیزر,5.0,0,,,1.0
task01_00118,sent_007405,پسر بنده پیش دکتر دیگری ختنه‌کرده بودن و نگرانی‌هایی داشتم پیش آقآی دکتر رفتیم معاینه کردن و با وجدان کاری و روی خوش‌خیال ما رو راحت کردن که مشکلی نداره بهترین دکتر از نظر تخصص و اخلاق پزشکی ایشون رو دیدم خدا حفظشون کنه,1.0,mixed,متخصص جراحی کلیه و مجاری ادراری,5.0,0,,,1.0
task01_00318,sent_007415,برای آسیب عصب سیاتیک مراجعه کردم و راضی نبودم,-1.0,high_neg,متخصص جراحی مغز و اعصاب دیسک و ستون فقرات,2.5,0,,,-1.0
task01_00305,sent_007466,من بیمار دکتر فرحناد بودم بخاطر برخورد بسیار بد منشی رفتم مطب دکتر نیکفرجام برخورد منشیشون اینقدر خوب و دلنشین بود که کلا دیگه میرم زیر نظر دکتر نیکفرجام واقعا مثل منشیشون کم هست خدا حفظشون کنه,1.0,service_neg,متخصص زنان زایمان و نازایی,5.0,0,,,1.0
task01_00298,sent_007502,مشکل سردرد هنوز چیزی معلوم نیست,0.0,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,0.0
task01_00299,sent_007525,تعریف یا واژه بهتر ایشان دست شفا از طرف خدا برای بیمارهایش هست من از دیگران متخصص بودنش را شنیده‌ام,1.0,mixed,متخصص جراحی مغز و اعصاب,5.0,0,,,1.0
task01_00508,sent_007528,پزشکان امروزه به دید مشتری به بیمار نگاه می‌کنند واین جای تاسف زیادی داره دراولین مراجعه من بدون اینکه درخواستی داده باشم ازمن سنو گرفتند و 3 400 هزینه ویزیت وسنو شد واقعا شوک شدم ازاینهمه بی عدالتی,-1.0,high_neg,جراح و متخصص زنان ، زایمان و فلوشیپ ناباروری,2.5,0,,,-1.0
task01_00756,sent_007535,بله prp انجام دادم هنوز کامل نتیجه نگرفتم چون درمان ادامه داره امیدوارم بعدا رضایت داشته باشم,0.0,high_neg,متخصص و جراح پوست ، زیبایی و لیزر,2.5,0,,,0.0
task01_00844,sent_007563,مطب بسیار شلوغه و نوبت دهی بر اساس وقت‌های تعیین‌شده در سایت نیست,-1.0,high_neg,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,,,-1.0
task01_00805,sent_007608,عمل ستون فقرات داشتم فعلا نمی‌توانم چیزی بگویم منتظر زمانم,0.0,high_neg,فلوشیپ جراحی ستون فقرات و متخصص ارتوپدی,2.5,0,,,0.0
task01_00297,sent_007630,دکتر خوب وخوش اخلاق و تجربیات خیلی زیادی داشتن نسبت به دکترهای دیگه که در حد چند دقیقه معمولی چک می‌کنن,1.0,rate_neg,فلوشیپ ناباروری,2.5,0,,,1.0
task01_00216,sent_007672,حالم خیلی بد بود تا حدی که می‌خواستم خودکشی کنم و به کارهای خونه و بچه‌ها نمیتونستم برسم ولی الان خیلی بهترم,1.0,high_neg,متخصص مغز و اعصاب ( نورولوژی ),5.0,0,,,1.0
task01_00140,sent_007683,جوش صورت و درمان شد و دخترم زخم صورت و با کمترین هزینه درمان شد,1.0,mid_neg,متخصص پوست و مو,5.0,0,,,1.0
task01_00793,sent_007694,مطب بسیار شلوغ ساعت انتظار طولانی,-1.0,high_neg,متخصص ارتوپدی فلوشیپ جراحی زانو,2.5,0,,,-1.0
task01_00271,sent_007717,فعلا هنوز‌ام ار‌ای دادند,0.0,topup_pref,فلوشیپ جراحی شانه و آرنج,2.5,0,,,0.0
task01_00284,sent_007767,مراقبت قبل از بارداری و خوب بود,1.0,rate_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,,1.0
task01_00290,sent_007808,اصلا جواب تلفن نمیدن چهار روز دارم مدام زنگ می‌زنم,-1.0,service_neg,فلوشیپ جراحی زانو,2.5,0,,,-1.0
task01_00123,sent_007834,سلام من رفتم مطب دکتر علیزاده نبود دکتر صالح حبیبی بود وقت میزاره برا بیمار که حرف بزنه وتشخیص دقیق داد نتیجه گرفتم خیلی ممنونم ازش خدا خیرش بده,1.0,service_neg,متخصص و جراح گوش و حلق و بینی و سر و گردن,5.0,0,,,1.0
task01_00163,sent_007835,برای لوزه دخترم نوبت عمل دادن برخورد و توضیحات خیلی خوب بود,1.0,topup_pref,متخصص گوش و حلق و بینی,5.0,0,,,1.0
task01_00287,sent_007862,سردرد‌های حمله‌ای و شدید دخترم باعث شد از کاشان به حضور ایشان بیام از نسخه اول بسیار راضی هستم,1.0,mid_neg,فوق تخصص مغز و اعصاب کودکان ، استاد دانشگاه,5.0,0,,,1.0
task01_00255,sent_007882,پسرم لوزه داشت و دکتر با دارو درمان کرد,0.0,topup_pref,جراح گوش ، حلق و بینی,2.5,0,,,0.0
task01_00036,sent_007892,فعلا در حال ویزیت هستم,1.0,topup_pref,جراح و متخصص استخوان و مفاصل (ارتوپد),5.0,0,,,1.0
task01_00153,sent_007914,مطب بسیار شلوغ بود,0.0,high_neg,جراح و متخصص زنان ، زایمان و نازایی,2.5,0,,,0.0
task01_00001,sent_007920,درد شدید کمر,0.0,topup_pref,جراح مغز و اعصاب و ستون فقرات,2.5,0,,,0.0
task01_00051,sent_007929,بثورات پوستی دوتا دکتر تشخیص اشتباه دادن ایشون تشخیص ویروس دادن و گفتن خودش خوب میشه و رو به بهبودم هستم,1.0,high_neg,متخصص پوست و مو ، زیبایی و لیزر,5.0,0,,,1.0
task01_00261,sent_007933,جراحی دیسک فعلا نتیجه نگرفتم,0.0,mid_neg,فلوشیپ جراحی ستون فقرات,5.0,0,,,0.0
task01_00178,sent_007957,برای اقدام به بارداری,0.0,topup_pref,متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی,2.5,0,,,0.0
