item_id,doctor_id,specialty,rate,label,bucket,neg_score,neg_score_kw,neg_score_rate,neg_hits,pos_score,pos_score_kw,pos_score_rate,pos_hits,has_service_term,has_service_neg_cue,n_words,n_chars,text_label,text_for_tfidf,label_human,label_human_note,rater_id,label_llm,llm_confidence,llm_rationale_short,src_row_id,label_human_int,label_weak,weak_confidence,weak_reason,label_final
sent_004627,315482,متخصص جراحی کلیه و مجاری ادراری - ارولوژی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,20,در حال طی درمان هستم,درمان هستم,,,,,,,56004,,0,0.45,default_neu,
sent_004628,217774,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,17,درزمان درمان هستم,درزمان درمان هستم,,,,,,,28493,,0,0.75,informational,0.0
sent_004629,108782,جراح و متخصص زنان، زایمان,2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,0.0,0.0,0.0,,1,0,49,228,بسیار منتظر موندم تو مطب و رفتار پرسنل مناسب نبود و در رابطه با خود دکتر مطابق چیزی که فکرشو می کردم و نظراتی که ثبت شده نبود و رفتار مناسبی نداشتن و ازم پرسیدن الان چه کمکی از دست من بر میاد چیکار کنم واست من در کل رضایت نداشتم,منتظر موندم مطب رفتار پرسنل نبود رابطه دکتر مطابق فکرشو می‌کردم نظراتی ثبت‌شده نبود رفتار مناسبی نداشتن ازم پرسیدن الان کمکی دست میاد چیکار واست رضایت نداشتم,,,,,,,4211,,-1,0.816,neg_kw,-1.0
sent_004630,109981,تخصص بیماریهای پوست و مو,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,7,32,با یبار ویزیت شدن منو درمان کردن,یبار ویزیت منو درمان,,,,,,,4918,,0,0.45,default_neu,
sent_004631,126428,متخصص ارتوپدی ، جراح اندوسکوپی دیسک,5.0,1,mid_neg,1.6,1.6,0.0,disappointed_soft,0.9,0.0,0.9,,0,0,24,126,از جراحی دیسک کمر می ترسیدم چون استخوان رو برش میزدن ولی جناب دکتر طاهریان بدون برش استخوان درمانم کرد و کاش زودتر عمل می کردم,جراحی دیسک کمر می‌ترسیدم استخوان برش میزدن جناب دکتر طاهریان بدون برش استخوان درمانم کاش زودتر عمل می‌کردم,,,,,,,15696,,-1,0.792,neg_kw,-1.0
sent_004632,305849,متخصص پوست و مو و زیبایی,5.0,1,service_neg,0.0,0.0,0.0,,0.9,0.0,0.9,,1,1,15,67,دکتور خوش اخلاق و خوبی هستن دو بار ویزیت شدم و خارش کل بدنم خوب شده,دکتور خوش‌اخلاق هستن ویزیت شدم خارش بدنم,,,,,,,53019,,-1,0.7,neg_service,-1.0
sent_004633,277071,جراح و متخصص زنان و زایمان و نازایی,5.0,1,high_pos,0.0,0.0,0.0,,4.4,3.5,0.9,strong_positive|kind,0,0,8,40,بارداری و سزارین خانم دکتر عالی و مهربان,بارداری سزارین خانم دکتر مهربان,,,,,,,45261,,1,0.95,pos_kw,1.0
sent_004634,283513,جراح و متخصص زنان ، زایمان و نازایی,2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,7,32,مطب ارامش خوبی داشت و فضای مناسب,مطب ارامش فضای,,,,,,,47148,,0,0.45,default_neu,
sent_004635,124403,متخصص ارتوپدی ، جراحی استخوان ومفاصل,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,23,107,برای درد زانوم تزریق سلول بنیادی از چربی شکم انجام دادم که بعد از 12 روز هنوز درد دارم فعلا نتیجه مشخص نیست,درد زانوم تزریق سلول بنیادی چربی شکم انجام دادم 12 روز درد دارم فعلا نتیجه نیست,,,,,,,14166,,0,0.45,default_neu,
sent_004637,124403,متخصص ارتوپدی ، جراحی استخوان ومفاصل,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,23,زیاد توجه به بیمارندارد,توجه بیمارندارد,,,,,,,14239,,0,0.45,default_neu,
sent_004638,110507,جراح و متخصص زنان و زایمان و نازایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,10,57,خیلی خوش برخورد بودن برای پلی کیستیک رفتم وتحت درمان هستم,خوش‌برخورد پلی کیستیک رفتم وتحت درمان هستم,,,,,,,5942,,0,0.45,default_neu,
sent_004639,131196,متخصص زنان و زایمان,5.0,1,random,0.0,0.0,0.0,,1.9,1.0,0.9,kind,0,0,6,37,بسیار صبور مهربان و فوق العاده کاردان,صبور مهربان فوق‌العاده کاردان,,,,,,,19744,,1,0.95,pos_kw,1.0
sent_004640,250487,جراح و متخصص ارتوپدی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,8,من راضیم,راضیم,,,,,,,40337,,0,0.75,informational,0.0
sent_004641,109981,تخصص بیماریهای پوست و مو,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,14,64,ریزش موی بعد از زایمان داشتم که خدا رو شکر باویزیت دکتر کنترل شد,ریزش موی زایمان داشتم خدا شکر باویزیت دکتر کنترل,,,,,,,4864,,0,0.45,default_neu,
sent_004642,276299,متخصص مغز و اعصاب,2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,6,32,باراول ویزیت شدم فعلا تحت درمانم,باراول ویزیت شدم فعلا درمانم,,,,,,,45139,,0,0.45,default_neu,
sent_004643,103641,فلوشیپ جراحی گوش,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,28,134,بیمار فابری هستم گوشهایم صوت می کشید الان صوت گوشهایم خیلی زیاد شده و دو روز سر گیجه شدید حالت تهوع خیلی زیاد دارم و دو روز دراز کشیدم,بیمار فابری هستم گوشهایم صوت می‌کشید الان صوت گوشهایم روز سر گیجه شدید حالت تهوع دارم روز دراز کشیدم,,,,,,,1093,,0,0.45,default_neu,
sent_004644,129353,فلوشیپ نازایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,20,95,خیلی خنثی و کم حرف حتی تشخیص بیماریم رو هم خودم دادم ایشون اصلا حرف نمیزدن فقط بله و خیر میگفتن,خنثی کم‌حرف تشخیص بیماریم خودم دادم ایشون اصلا حرف نمیزدن بله خیر میگفتن,,,,,,,17794,,0,0.45,default_neu,
sent_004645,310364,متخصص جراحی مغز و اعصاب,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,9,دیسک گردم,دیسک گردم,,,,,,,54252,,0,0.75,informational,0.0
sent_004646,248103,جراح و متخصص زنان و زایمان,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,6,32,همچنان زخم دهانه ی رحمم خوب نشده,زخم دهانه‌ی رحمم نشده,,,,,,,39483,,0,0.45,default_neu,
sent_004647,302141,متخصص مغز و اعصاب,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,30,138,چند ساله بیمارمون تحت نظر ایشون هست راضی بودیم ولی این اواخر یه داروی مهم پدرم و حذف کردند و حالشون بد شد و تصمیم داریم دکترشون و عوض کنیم,بیمارمون ایشون هست راضی بودیم اواخر یه داروی پدرم حذف حالشون بد تصمیم دکترشون عوض,,,,,,,51356,,0,0.45,default_neu,
sent_004648,119814,جراح و متخصص ارتوپدی و فلوشیپ ارتوپدی کودکان,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,14,71,بسیار راضی بودم فقط از نظر انتظار داخل مطب خیلی برای بچه ها طاقت فرساست,راضی بودم انتظار داخل مطب بچه‌ها طاقت فرساست,,,,,,,11805,,0,0.45,default_neu,
sent_004649,105809,متخصص گوش و حلق و بینی ، جراح زیبایی بینی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,36,عمل بینی داشتم که بینیم نامتقارن شده,عمل بینی داشتم بینیم نامتقارن,,,,,,,2198,,0,0.75,informational,0.0
sent_004650,222252,جراح و متخصص زنان و زایمان,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,8,42,کاملا معمولی هست در کارشون ولی خوش اخلاقند,معمولی هست کارشون خوش اخلاقند,,,,,,,30806,,0,0.45,default_neu,
sent_004651,239751,متخصص جراحی کلیه و مجاری ادراری,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,6,به علا,علا,,,,,,,37460,,0,0.75,informational,0.0
sent_004652,198397,متخصص پوست و مو ( درماتولوژی ),5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,2,8,عاالی با,عاالی,,,,,,,24083,,0,0.75,informational,0.0
sent_004653,107448,متخصص پوست ، مو ، لیزر,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,15,هنوز تحت درمانم,درمانم,,,,,,,3447,,0,0.75,informational,0.0
sent_004655,180186,فلوشیپ ناباروری,2.5,0,high_neg,3.0,1.4,1.6,money,0.0,0.0,0.0,,1,1,39,200,خیلی عجول هستن نمیزارن در مورد بیماریت کامل توضیح بدی و خودشون هم توضیحی در مورد مشکلتون و درمانش نمیدن وبجز ویزیت هزینه معاینه و هم جدا میگیرن وکلا رفتن به مطب ایشون بالای 1 میلیون تومان هزینه بر هست,عجول هستن نمیزارن بیماریت توضیح بدی خودشون توضیحی مشکلتون درمانش نمیدن وبجز ویزیت هزینه معاینه جدا میگیرن وکلا رفتن مطب ایشون بالای میلیون تومان هزینه‌بر هست,,,,,,,21537,,-1,0.768,neg_kw,-1.0
sent_004656,287448,فلوشیپ صرع و متخصص بیماریهای مغز و اعصاب و ستون فقرات,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,24,124,من زهرا اردلانی مراجعه نکردم به جای 10 تومن 100 هزار تومن واریز کردم امیدوارم مبلغ رو به من برگردونن وقت اینترنتی گرفته بودم,زهرا اردلانی مراجعه نکردم 10 تومن 100 هزار تومن واریز امیدوارم مبلغ برگردونن وقت اینترنتی گرفته_بودم,,,,,,,48429,,0,0.45,default_neu,
sent_004657,126812,فلوشیپ جراحی هیپ و لگن,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,24,مشکل لگن فعلا تحت درمانم,مشکل لگن فعلا درمانم,,,,,,,15811,,0,0.45,default_neu,
sent_004658,107448,متخصص پوست ، مو ، لیزر,5.0,1,topup_pref,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,1,0,21,107,اولین بار هست ویزیت شدم تا جواب آزمایشم رو ببینن ولی برای بار اول برخورد دکتر عالی بود ومشخص بود دلسوزبودند,هست ویزیت شدم جواب آزمایشم ببینن برخورد دکتر ومشخص دلسوزبودند,,,,,,,3340,,1,0.8999999999999999,pos_kw,1.0
sent_004659,253484,متخصص جراحی استخوان و مفاصل (ارتوپدی),2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,18,84,ایشون اصلا توو اون کلینیک نبودن و از اونجا رفتن و این باید توو سایت به روز رسانی بشه,ایشون اصلا توو اون کلینیک نبودن اونجا رفتن توو سایت به‌روز رسانی بشه,,,,,,,40919,,0,0.45,default_neu,
sent_004660,225754,جراح و متخصص گوش و حلق و بینی،زیبایی بینی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,12,55,یه هم خوردن مایع گوش میانی فعلا روند درمان را طی می کنم,یه خوردن مایع گوش میانی فعلا درمان,,,,,,,32183,,0,0.45,default_neu,
sent_004661,282680,متخصص پوست و مو و زیبایی و لیزر,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,10,40,لک جای جوش داشتم رفتم گفت برج 6 گفته بیا,لک جوش داشتم رفتم برج بیا,,,,,,,46844,,0,0.45,default_neu,
sent_004662,116462,متخصص گوش و حلق و بینی و جراحی زیبایی بینی,2.5,0,rate_neg,1.6,0.0,1.6,,1.8,1.8,0.0,improved,0,0,5,25,گوش درد خیلی سریع خوب شدم,گوش‌درد سریع شدم,,,,,,,10634,,1,0.816,pos_kw,1.0
sent_004663,268719,متخصص جراحی مغز و اعصاب و ستون فقرا/جراحی اعصاب کودکان,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,5,26,یکی از بهترین دکترها ایران,دکترها ایران,,,,,,,44362,,1,0.8999999999999999,pos_kw,1.0
sent_004664,321818,جراح و متخصص زنان و زایمان و نازایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,36,معاینه داشتم وخشکی واژن در حال درمان,معاینه داشتم وخشکی واژن درمان,,,,,,,58821,,0,0.45,default_neu,
sent_004665,206833,متخصص و جراح پوست ، مو و زیبایی و لیزردرمانی,5.0,1,mid_neg,1.8,1.8,0.0,long_wait,0.9,0.0,0.9,,1,0,16,72,ریزش مو که خیلی بهتر شده فقط مطب دکتر همیشه شلوغه و سروقت نمیشه داخل رفت,ریزش مو مطب دکتر شلوغه سروقت نمیشه داخل,,,,,,,25460,,-1,0.816,neg_kw,-1.0
sent_004666,105720,متخصص پوست و مو و زیبایی ، لیزر,5.0,1,mixed,1.8,1.8,0.0,long_wait,4.7,3.8,0.9,strong_positive|thanks,1,1,43,220,مشگل قارچ داشتم که داروهاشون عالی بود فقط خیلی باید تو نوبت باشی و کلی اتلاف زمان داری و روال پاسخگویی هم با تاخیر فراوان بود پیشنهاد می کنم جراحی ها را در ساعت مشخص انجام بدن گه با بیماران درمانی تداخل نداشته باشند سپاس,مشگل قارچ داشتم داروهاشون نوبت باشی اتلاف زمان داری روال پاسخگویی تاخیر فراوان پیشنهاد جراحی‌ها ساعت انجام بدن گه بیماران درمانی تداخل نداشته_باشند سپاس,,,,,,,2060,,0,0.45,default_neu,
sent_004667,125029,متخصص زنان و زایمان,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,20,توسط ایشان جراحی شدم,توسط جراحی شدم,,,,,,,14358,,0,0.75,informational,0.0
sent_004668,112554,جراح ارتوپد (جراحی استخوان تعویض مفاصل، آرتروسکوپی و ستون فقرات) - تعویض زانو و رباط صلیبی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,12,57,تعویض مفصل مادرم فعلا که چند ماه گذشته ولی هنوز درد دارند,تعویض مفصل مادرم فعلا ماه گذشته درد,,,,,,,6758,,0,0.45,default_neu,
sent_004669,253751,متخصص زنان و زایمان,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,23,پیردو بیدون درد یعنی چی,پیردو بیدون درد چی,,,,,,,41343,,0,0.45,default_neu,
sent_004670,123101,جراح و متخصص زنان ، زایمان و نازایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,10,47,سلام من باید تا امروز پریود می شدم ولی طول کشید,سلام امروز پریود می‌شدم کشید,,,,,,,13649,,0,0.45,default_neu,
sent_004671,186837,متخصص زنان و زایمان - فلوشیپ نازایی,5.0,1,topup_pref,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,1,0,27,128,سلام دکتر عالی هستش بیماری رو زود تشخیص میده و با داروی کم درمان میکنه فقط نوبت زیاد تاثیری نداره قشنگ 4 ساعت تو مطبش معطل میشید,سلام دکتر هستش بیماری زود تشخیص میده داروی درمان میکنه نوبت تاثیری نداره قشنگ ساعت مطبش معطل میشید,,,,,,,22262,,1,0.8999999999999999,pos_kw,1.0
sent_004672,326893,جراح و متخصص گوش، حلق و بینی ، جراحی بیماری های قدام گردن,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,8,37,برای گرفتی گوش رفتم در حال درمان هستم,گرفتی گوش رفتم درمان هستم,,,,,,,62050,,0,0.45,default_neu,
sent_004673,276299,متخصص مغز و اعصاب,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,19,77,سر درد قرار شد یک ماه بعد مراجعه کنم سر درد دارم هنوز از پشت سر و سردی پیشانی,سر درد قرار ماه مراجعه سر درد دارم سر سردی پیشانی,,,,,,,45082,,0,0.45,default_neu,
sent_004674,211644,متخصص مغز و اعصاب ( نورولوژیست ),5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,14,68,همسرم سر درد شدید داشت یه مدت خوب شد ولی الان دوباره سردردش شروع شده,همسرم سر درد شدید یه الان سردردش شروع‌شده,,,,,,,26815,,0,0.45,default_neu,
sent_004675,253548,متخصص زنان و زایمان,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,6,26,مشکل خاصی نبود وچک آپ رفتم,مشکل خاصی نبود وچک آپ رفتم,,,,,,,41016,,0,0.45,default_neu,
sent_004676,129353,فلوشیپ نازایی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,6,31,دومین بار رفتم برخورد خوبی دارن,دومین رفتم برخورد دارن,,,,,,,17857,,0,0.45,default_neu,
sent_004677,255219,متخصص زنان زایمان و نازایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,13,بارداری و مرا,بارداری مرا,,,,,,,41659,,0,0.75,informational,0.0
sent_004678,334263,متخصص و جراح کلیه و مجاری ادراری ، تناسلی ( اورولوژی ),2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,17,انحراف مجاری ادار,انحراف مجاری ادار,,,,,,,64694,,0,0.75,informational,0.0
sent_004679,318816,متخصص گوش حلق بینی ، فلوشیپ جراحی گوش,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,12,کم شدن شنوای,شنوای,,,,,,,56373,,0,0.75,informational,0.0
sent_004680,287780,فلوشیپ جراحی سر و گردن,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,13,73,همسرم نمی تونست نفس بکشه شبانه براش درن گذاشته بودم واقعا جونشو نجات دادن,همسرم نمی‌تونست نفس بکشه شبانه براش درن گذاشته_بودم واقعا جونشو نجات,,,,,,,48530,,0,0.45,default_neu,
sent_004681,105809,متخصص گوش و حلق و بینی ، جراح زیبایی بینی,2.5,0,rate_neg,1.6,0.0,1.6,,1.8,1.8,0.0,improved,0,0,9,43,عفونت گوش داشتم خوب شدم ولی دوباره عود کرده,عفونت گوش داشتم شدم عود,,,,,,,2199,,1,0.816,pos_kw,1.0
sent_004682,269066,فلوشیپ جراحی زانو و متخصص ارتوپدی,5.0,1,topup_pref,0.0,0.0,0.0,,1.9,1.0,0.9,kind,1,0,16,89,من بهمن ماه 1404 با ایشون ویزیت داشتم بسیار با حوصله و خوش رفتار هستند تشخیص صحیحی داشتند,بهمن‌ماه 1404 ایشون ویزیت داشتم حوصله خوش‌رفتار تشخیص صحیحی,,,,,,,44430,,0,0.45,default_neu,
sent_004684,331935,متخصص ارتوپدی,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,4,19,همه جوره عالی هستند,جوره,,,,,,,64221,,1,0.8999999999999999,pos_kw,1.0
sent_004685,186837,متخصص زنان و زایمان - فلوشیپ نازایی,2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,6,29,هنوز تازه شروع کردم ویزیت بشم,تازه ویزیت بشم,,,,,,,22139,,0,0.45,default_neu,
sent_004686,108484,جراح و متخصص مغز و اعصاب و ستون فقرات,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,32,در رفتگی دنبالچه بهبودی حاصل شده,رفتگی دنبالچه بهبودی حاصل‌شده,,,,,,,3881,,0,0.45,default_neu,
sent_004687,128621,متخصص مغز و اعصاب و ستون فقرات,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,17,تاثیر مثبتی نداشت,تاثیر مثبتی نداشت,,,,,,,17725,,0,0.75,informational,0.0
sent_004688,310364,متخصص جراحی مغز و اعصاب,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,8,39,دیسک کمر و سرخوردگی مهره تحت درمان هستم,دیسک کمر سرخوردگی مهره درمان هستم,,,,,,,54181,,0,0.45,default_neu,
sent_004689,221018,متخصص بیماری های پوست و مو,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,3,12,برای ریزش مو,ریزش مو,,,,,,,30212,,0,0.75,informational,0.0
sent_004690,236598,فلوشیپ اورولوژی ترمیمی و جراحی مجاری ادراری,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,9,43,سلام تنگی مجرا داشتم عمل کردن وخیلی خوب بود,سلام تنگی مجرا داشتم عمل وخیلی,,,,,,,35664,,0,0.75,informational,0.0
sent_004691,306184,متخصص ارتوپدی ( جراحی استخوان و مفاصل ),2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,2,12,ویزیت معمولی,ویزیت معمولی,,,,,,,53089,,0,0.75,informational,0.0
sent_004692,319927,فلوشیپ پیوند کلیه و متخصص جراحی کلیه و مجاری ادراری,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,5,27,عالی پروستات و مجاری ادراری,پروستات مجاری ادراری,,,,,,,57195,,1,0.8999999999999999,pos_kw,1.0
sent_004693,259527,جراح و متخصص زنان و زایمان و نازایی,5.0,1,high_pos,0.0,0.0,0.0,,5.0,4.1,0.9,strong_positive|skilled,0,0,11,61,بهترین دکتر زنانی که تو عمرم دیدم فوق العاده خوش اخلاق و حاذق,دکتر زنانی عمرم دیدم فوق‌العاده خوش‌اخلاق حاذق,,,,,,,42888,,1,0.95,pos_kw,1.0
sent_004694,3216,جراح و متخصص استخوان و مفاصل (ارتوپد),2.5,0,high_neg,4.800000000000001,3.2,1.6,long_wait|money,0.0,0.0,0.0,,1,0,26,133,معطلی در مطب خیلی زیاد است حدودا 3 ساعت قبل از ویزیت ایشون دستیار ویزیت میکنن و خدمات هزینه بردار قبل از ویزیت برای بیمار تجویز میکنن,معطلی مطب حدودا ساعت ویزیت ایشون دستیار ویزیت میکنن خدمات هزینه‌بردار ویزیت بیمار تجویز میکنن,,,,,,,58543,,-1,0.95,neg_kw,-1.0
sent_004695,324157,جراح و متخصص گوش ،حلق و بینی,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,7,26,گوش و حلق و بینی ویزیت شدم,گوش حلق بینی ویزیت شدم,,,,,,,60452,,0,0.45,default_neu,
sent_004696,284618,متخصص پوست مو و زیبایی و لیزر درمانی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,6,30,مشکل منافذ پوستی داشتم خوب بود,مشکل منافذ پوستی داشتم,,,,,,,47645,,0,0.45,default_neu,
sent_004697,309021,متخصص پوست ، مو و لیزر,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,12,68,صورتم لک بارداری داشت بادارو و راهکارهای پیشنهادی ایشان لکم برطرف شد,صورتم لک بارداری بادارو راهکارهای پیشنهادی لکم برطرف,,,,,,,53800,,0,0.45,default_neu,
sent_004698,315198,فلوشیپ اندویورولوژی و لاپاراسکوپی - متخصص و جراح کلیه و مثانه,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,11,هنوز نرفتیم,نرفتیم,,,,,,,55854,,0,0.75,informational,0.0
sent_004699,283513,جراح و متخصص زنان ، زایمان و نازایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,32,اختلال در پریود و فعلا تحت درمان,اختلال پریود فعلا درمان,,,,,,,47117,,0,0.45,default_neu,
sent_004700,308366,متخصص ارتوپدی ( جراحی استخوان و. مفاصل ),5.0,1,random,0.0,0.0,0.0,,2.7,1.8,0.9,improved,0,0,4,18,مشکل زانو وخوب شدم,مشکل زانو وخوب شدم,,,,,,,53622,,1,0.816,pos_kw,1.0
sent_004701,276299,متخصص مغز و اعصاب,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,6,34,آسیب عضله پیروفورمیس دارو تجویز شد,آسیب عضله پیروفورمیس دارو تجویز,,,,,,,45072,,0,0.45,default_neu,
sent_004702,191069,متخصص جراحی مغز و اعصاب,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,38,فعلا مادرم جراحی شده و هنوز بیمارستانه,فعلا مادرم جراحی بیمارستانه,,,,,,,22862,,0,0.75,informational,0.0
sent_004703,223561,متخصص پوست ، مو و لیزر,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,6,36,در حال حاضر نتیجه ای دریافت نکرده ام,حاضر نتیجه‌ای دریافت نکرده‌ام,,,,,,,31023,,0,0.45,default_neu,
sent_004704,115870,جراح کلیه مجاری ادراری پروستات و ناباروری,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,8,40,اولین بار مراجعه کردم خوب بود تحت درمانم,مراجعه درمانم,,,,,,,10248,,0,0.45,default_neu,
sent_004705,237373,فلوشیپ جراحی استخوان و مفاصل کودکان (ارتوپدی کودکان),5.0,1,topup_pref,0.0,0.0,0.0,,1.9,1.0,0.9,kind,1,0,7,33,بسیار صبور و با آرامش ویزیت کردند,صبور آرامش ویزیت,,,,,,,35734,,0,0.45,default_neu,
sent_004706,213757,جراح و فلوشیپ سرطان شناسی کلیه و مجاری ادراری ( اوروانکولژیست),2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,17,هنوز مشکل حل نشده,مشکل حل‌نشده,,,,,,,27906,,0,0.45,default_neu,
sent_004707,252603,فلوشیپ طب مادر و جنین - پریناتولوژی,2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,5,26,زمان کمی برای ویزیت گذاشتن,زمان ویزیت گذاشتن,,,,,,,40539,,0,0.45,default_neu,
sent_004708,311068,متخصص ارتوپدی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,29,درد زانو فعلا نتیجه ای نگرفتم,درد زانو فعلا نتیجه‌ای نگرفتم,,,,,,,54406,,0,0.45,default_neu,
sent_004709,238352,متخصص پوست و مو (درماتولوژی),2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,48,248,درباره خانم دکتر رادمهر فعلا چیزی نمیتونم بگم چون دوره درمان هنوز تموم نشده ولی من وقتی خواستم برای اولین بار نوبت بگیرم نظر سنجی ها رو نگاه کردم دیدم خیلی از بیماران راضی بودن منم به خاطر همین خانم دکتر انتخاب کردم انشاالله که نتیجه خوبی بگیرم منم,خانم دکتر رادمهر فعلا نمیتونم بگم دوره درمان تموم نشده خواستم نوبت بگیرم سنجی‌ها نگاه دیدم بیماران راضی منم خاطر خانم دکتر انتخاب انشاالله نتیجه بگیرم منم,,,,,,,36282,,0,0.45,default_neu,
sent_004710,127990,جراح و متخصص زنان زایمان نازایی,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,3,16,بسیار دکتر عاالی,دکتر عاالی,,,,,,,17081,,0,0.75,informational,0.0
sent_004711,197479,متخصص مغز و اعصاب ( نورولوژی ),2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,18,مشکل سر درد و گردن,مشکل سر درد گردن,,,,,,,23250,,0,0.45,default_neu,
sent_004712,214346,جراح و متخصص زنان و زایمان - فلوشیپ نازایی,5.0,1,high_pos,0.0,0.0,0.0,,5.0,4.1,0.9,strong_positive|skilled,0,0,6,39,بهترین و ماهرترین و خوش اخلاق ترین دکتر,ماهرترین خوش‌اخلاق‌ترین دکتر,,,,,,,27955,,1,0.95,pos_kw,1.0
